% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=355236, Tue Apr  7 13:48:42 2020, <python>{}</python>
54 864 0.4900033427409407 1.462409608275767 -500.0 -5.0000000000000000e+02 -51.0 -26.0   
55 880 0.4920575517472644 1.4618048475636214 -500.0 -4.9300000000000000e+02 -47.0 -24.0   
56 896 0.4929414638024346 1.4633745216729885 -500.0 -2.0100000000000000e+02 -58.0 -16.0   
57 912 0.49317975624104404 1.4657629513306683 -500.0 -1.1000000000000000e+02 -39.0 -28.0   
58 928 0.4959422907460585 1.4652010129815083 -500.0 -1.7600000000000000e+02 -39.0 -17.0   
59 944 0.49723191778407383 1.4681782725477484 -500.0 -5.0000000000000000e+02 -30.0 -16.0   
60 960 0.5007756710027973 1.4738430119724404 -500.0 -5.0000000000000000e+02 -48.0 -33.0   
61 976 0.5047340511211957 1.4758395149708419 -500.0 -2.9000000000000000e+02 -51.0 -8.0   
62 992 0.5062793073946877 1.4790476608723704 -500.0 -5.0000000000000000e+02 -52.0 -33.0   
63 1008 0.5079740009195518 1.4822872050265834 -500.0 -4.5100000000000000e+02 -39.0 -28.0   
64 1024 0.5110757869903328 1.4872540942044825 -500.0 -1.7900000000000000e+02 -49.0 -9.0   
65 1040 0.513212431658551 1.4909390777437352 -500.0 -5.0000000000000000e+02 -66.0 -10.0   
66 1056 0.5179928349818295 1.4927443132443594 -500.0 -9.1000000000000000e+01 -40.0 -24.0   
67 1072 0.5239304965868289 1.4984216062139741 -500.0 -3.3500000000000000e+02 -48.0 -9.0   
68 1088 0.5297815331980211 1.5014941147148153 -500.0 -5.0000000000000000e+02 -49.0 -19.0   
69 1104 0.5348295470153306 1.5061863162390543 -500.0 -5.0000000000000000e+02 -69.0 -30.0   
70 1120 0.5405332455273963 1.5088946803803336 -500.0 -3.1500000000000000e+02 -57.0 -27.0   
71 1136 0.5428260574171292 1.5102114436865517 -500.0 -1.6800000000000000e+02 -54.0 -28.0   
72 1152 0.5510917427623937 1.5090805191851517 -500.0 -4.5000000000000000e+02 -63.0 -27.0   
73 1168 0.5607155252392558 1.5130158567981549 -500.0 -5.0000000000000000e+02 -55.0 -31.0   
74 1184 0.569051782986374 1.5157071937813367 -500.0 -4.4000000000000000e+02 -41.0 -9.0   
75 1200 0.5737226635197464 1.522013110160292 -500.0 -3.3500000000000000e+02 -48.0 -30.0   
76 1216 0.5762044557191223 1.5267155739411484 -500.0 -3.9200000000000000e+02 -51.0 -19.0   
77 1232 0.5847417611916886 1.5344310406846173 -500.0 -2.9300000000000000e+02 -41.0 -9.0   
78 1248 0.5882553488473684 1.5417007684058683 -500.0 -1.6000000000000000e+02 -41.0 -17.0   
79 1264 0.5950467562459983 1.54731307293069 -500.0 -3.1400000000000000e+02 -47.0 -8.0   
80 1280 0.6000108236239617 1.5510704180495571 -500.0 -5.0000000000000000e+02 -32.0 -8.0   
81 1296 0.6028830620242537 1.5574533254106666 -500.0 -1.0700000000000000e+02 -43.0 -9.0   
82 1312 0.6034513455607213 1.5613063648439662 -500.0 -1.9200000000000000e+02 -42.0 -27.0   
